,OID_,id,gid,Latitude,Longitude,area_or_ams_map,twn_rng_sec,county,state,tect_prov,location_notes,meas_date,drill_date,collar_elevation,drill_depth,water_table,surf_temp,min_temp,max_temp,bot_temp,interval_id,depth,bottom,geoth_grad,geoth_grad_sym,geoth_grad_std_err,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,GeothermGrad,smu_id,Latitude0,Longitude0
290,472,955e5aec-c4a5-3216-850e-984d317b003d,NM-06142,33.9282965,-105.7084518,,4S/12E-29,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/26/1980 0:00:00,,1907.0,33.9,0.0,,14.71,,14.76,a,26.0,33.9,5.1,,,,,,5.1,SMU 100562,33.9282965,-105.7084518
291,458,fa3d185b-0f8b-3e7e-932b-ad0d5dad602d,NM-06088,33.920989,-107.3572987,Tularosa,4S/5W-33,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/24/1980 0:00:00,,2003.0,200.4,,,12.22,,22.71,a,131.0,200.0,53.4,,,,,,53.4,SMU 100562,33.920989,-107.3572987
292,747,2840972f-f987-3036-860d-f5364fc7d48e,NM-06087,33.9192892,-107.330498,Tularosa,4S/5W-35,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/23/1980 0:00:00,,1899.0,143.6,63.0,13.5,15.97,,23.04,a,20.0,140.0,58.9,,,,,,58.9,SMU 100562,33.9192892,-107.330498
293,672,595af8eb-a833-3cc9-b7e1-70ec87472261,NM-00391,33.9133876,-107.6839079,SAN AGUSTIN,4S/8W-32C,,NM,BASIN AND RANGE,,,,,50.0,,,,,12.9,a,0.0,50.0,85.0,,,,,,85.0,SMU 1602,33.9133876,-107.6839079
294,956,1f1561bc-7ab5-3397-97cd-d1d248bd24cf,NM-00401,33.9117871,-107.7873109,SAN AGUSTIN,4S/9W,,NM,BASIN AND RANGE,,,,,40.0,,,,,15.3,a,0.0,40.0,90.0,,,,,,90.0,SMU 1602,33.9117871,-107.7873109
295,671,438847c3-afdb-3156-bbb3-1e919124320b,NM-00387,33.9093875,-107.723909,SAN AGUSTIN,5S/9W-1B,,NM,BASIN AND RANGE,,,,,45.0,,,,,20.2,a,0.0,45.0,177.0,,,,,,177.0,SMU 1602,33.9093875,-107.723909
296,674,ec3ddb13-6ea4-3dbf-85ca-bc793bb7ab45,NM-00398,33.9083875,-107.7389095,SAN AGUSTIN,5S/9W-2B,,NM,BASIN AND RANGE,,,,,40.0,,,,,14.6,a,0.0,40.0,84.0,,,,,,84.0,SMU 1602,33.9083875,-107.7389095
297,179,546a6915-9721-3ec3-b8d6-7397b9c97a83,NM-06102,33.9080875,-107.7335093,Tularosa,5S/9W-1,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/28/1980 0:00:00,,2117.0,30.3,0.0,19.5,20.66,,21.13,a,20.0,30.3,45.6,,,,,,45.6,SMU 100562,33.9080875,-107.7335093
298,189,9e2919bb-07ee-30fc-9281-72c1d40e30d4,NM-06131,33.9018932,-106.5683762,,5S/1E-36,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/27/1980 0:00:00,,1465.0,117.0,84.0,,17.98,,27.39,a,40.0,80.0,155.0,,,,,,155.0,SMU 100562,33.9018932,-106.5683762
299,459,d18970fc-6ebd-351e-b547-06dd8f149029,NM-06089,33.8861902,-107.2786963,Tularosa,6S/5W-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/24/1980 0:00:00,,1880.0,128.0,11.9,15.7,17.24,,21.14,a,20.0,128.0,36.1,,,,,,36.1,SMU 100562,33.8861902,-107.2786963
300,827,fba50f28-1a22-37be-ac93-aed769aa9bde,NM-00028,33.8833947,-106.3505698,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1730.0,,,,,,,c,130.0,180.0,29.8,,,29.8,,,29.8,SMU 100708,33.8833947,-106.3505698
301,401,95c0949e-ea40-3f56-a4e4-9da2f1a59f13,NM-00400,33.8800881,-107.7489095,SAN AGUSTIN,5S/9W,,NM,BASIN AND RANGE,,,,,50.0,,,,,13.6,a,0.0,50.0,85.0,,,,,,85.0,SMU 1602,33.8800881,-107.7489095
302,178,02b42962-3fd1-3c96-98f3-c3802b97eba5,NM-06099,33.8622912,-107.1984938,Tularosa,5S/3W-19,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/27/1980 0:00:00,,1974.0,70.4,,15.4,16.37,,18.05,a,20.0,70.4,33.3,,,,,,33.3,SMU 100562,33.8622912,-107.1984938
303,955,b76d2836-cec7-3c62-9b7a-92897cfca8ea,NM-00399,33.8533889,-107.7139084,SAN AGUSTIN,5S/9W-25A,,NM,BASIN AND RANGE,,,,,100.0,,,,,16.6,a,0.0,100.0,36.0,,,,,,36.0,SMU 1602,33.8533889,-107.7139084
304,107,00775176-89a8-3e68-b6c1-60b459c2f565,NM-00385,33.8350896,-107.6623068,SAN AGUSTIN,5S/8W-33A,,NM,BASIN AND RANGE,,,,,90.0,,,,,18.1,a,0.0,90.0,61.0,,,,,,61.0,SMU 1602,33.8350896,-107.6623068
305,176,95c2d7f7-5fd7-328e-8e23-25c3284f3bde,NM-06095,33.802899,-105.8479549,Roswell,6S/11E-7,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/26/1980 0:00:00,,1738.0,46.8,45.8,14.5,14.83,,15.85,a,21.0,46.8,39.5,,,,,,39.5,SMU 100562,33.802899,-105.8479549
306,177,dcd3b0bb-9f31-379e-98f3-851f5c6a1182,NM-06098,33.7986925,-107.2456947,Tularosa,6S/4W-9,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/27/1980 0:00:00,,1707.0,41.2,75.7,,17.5,17.81,17.5,a,21.0,41.2,0.0,I,,,,,0.0,SMU 100562,33.7986925,-107.2456947
307,951,40282414-d38a-396a-8c0c-b4ac95163b86,NM-00386,33.7967905,-107.680607,SAN AGUSTIN,6S/8W-8D,,NM,BASIN AND RANGE,,,,,140.0,,,,,31.8,a,0.0,140.0,121.0,,,,,,121.0,SMU 1602,33.7967905,-107.680607
308,1042,5b23585f-ca5e-35cc-9936-107e4d56c286,NM-06076,33.7953952,-106.7118795,Socorro,2N/3E-17,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/21/1980 0:00:00,,1570.0,110.0,95.0,,18.9,,19.78,a,70.0,100.0,29.3,,,,,,29.3,SMU 100562,33.7953952,-106.7118795
309,460,c45d36de-7709-3422-8857-557b463e27fa,NM-06090,33.7829924,-107.3503976,Tularosa,6S/6W-23,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/24/1980 0:00:00,,2186.0,76.29999999999998,67.4,9.4,11.14,,14.64,a,20.0,70.0,110.0,,,,,,110.0,SMU 100562,33.7829924,-107.3503976
310,193,db627278-d5ec-3439-a06a-22bfd7a33d65,NM-06141,33.7785003,-105.6778499,,6S/12E-21,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/26/1980 0:00:00,,2053.0,30.2,30.0,13.1,13.59,,13.85,a,20.0,30.0,23.0,,,,,,23.0,SMU 100562,33.7785003,-105.6778499
311,474,04eefb9e-e024-3b36-b03b-da2088114f39,NM-06152,33.7740914,-107.615005,Tularosa,6S/8W-24,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/1/1980 0:00:00,,2169.0,76.0,9.0,11.5,11.7,,12.63,b,40.0,76.0,21.4,,,,,,21.4,SMU 100562,33.7740914,-107.615005
312,749,180db2f1-6224-30b3-95bb-d72624869279,NM-06100,33.7500937,-107.2505945,Tularosa,6S/3W-10,,NM,Basin and Range,Location based on SW corner of map,1/27/1980 0:00:00,,1740.0,151.5,,12.0,14.73,,21.76,a,20.0,40.0,147.0,,,,,,147.0,SMU 100562,33.7500937,-107.2505945
313,330,234b4def-f8f1-33df-9261-01faa7b35c57,NM-00176,33.7500909,-107.8173106,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2320.0,,,,,,,a,20.0,350.0,54.4,,,54.4,,,54.4,SMU 100708,33.7500909,-107.8173106
314,555,1590c3fd-9bd1-3088-8fb2-e44255324057,NM-00033,33.7333998,-106.0338598,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1700.0,,,,,,,b,80.0,220.0,26.5,,,26.5,,,26.5,SMU 100708,33.7333998,-106.0338598
315,290,d61cf39d-cfe3-32a2-ab6e-83e9ef761b8a,NM-00015,33.7333936,-107.3505972,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1760.0,,,,,,,a,80.0,120.0,28.5,,,28.5,,,28.5,SMU 100708,33.7333936,-107.3505972
316,1061,1232d6ae-9b31-36e3-930b-8c3308a270d1,NM-06145,33.6950948,-107.2980955,,7S/4W-19,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/24/1980 0:00:00,,1867.0,72.29999999999998,,,19.45,,20.6,a,30.0,72.29999999999998,27.2,,,,,,27.2,SMU 100562,33.6950948,-107.2980955
317,197,0a9807fa-e174-3190-bd9b-24fdaeec6f7c,NM-06155,33.6847932,-107.6775061,Tularosa,7S/8W-21,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/2/1980 0:00:00,,2021.0,70.0,,12.5,13.1,,14.68,a,20.0,70.0,31.6,,,,,,31.6,SMU 100562,33.6847932,-107.6775061
318,1056,0db44f67-7e2f-39b3-ad35-3f8a5bd592ab,NM-06126,33.6326039,-105.677649,,8S/12E-31,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/26/1980 0:00:00,,1942.0,29.0,22.0,13.3,13.85,,14.1,a,21.0,29.0,31.3,,,,,,31.3,SMU 100562,33.6326039,-105.677649
319,1049,d1ddf7e8-4fde-331c-8df1-193c785af504,NM-06096,33.6198037,-105.785352,Roswell,8S/11E-14,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/26/1980 0:00:00,,1794.0,68.5,11.3,14.3,15.49,,16.69,a,20.0,68.5,24.7,,,,,,24.7,SMU 100562,33.6198037,-105.785352
320,478,85da36b8-a249-3d8f-8658-249832363010,NM-06154,33.6184954,-107.5629024,Tularosa,8S/7W-16,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/2/1980 0:00:00,,2145.0,145.0,,13.2,15.34,,21.62,a,30.0,145.0,54.6,,,,,,54.6,SMU 100562,33.6184954,-107.5629024
321,298,3776ad56-3ba9-3193-a041-a3e6658fed40,NM-00064,33.6167976,-107.1338903,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1440.0,,,,,,,a,20.0,90.0,65.7,,,65.7,,,65.7,SMU 100708,33.6167976,-107.1338903
322,1050,220d7960-5c09-3ef7-ac61-1c2a471f7af0,NM-06097,33.5872038,-105.9506565,Roswell,8S/10E-30,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/26/1980 0:00:00,,1585.0,40.0,29.6,16.4,17.05,,17.35,a,20.0,40.0,15.0,,,,,,15.0,SMU 100562,33.5872038,-105.9506565
323,195,c80fc545-047a-3c6f-841a-c5b3a93b1ba3,NM-06148,33.5823982,-107.1855915,,8S/3W-30,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/23/1980 0:00:00,,1554.0,63.35,,17.2,18.6,,20.7,a,20.0,63.35,48.4,,,,,,48.4,SMU 100562,33.5823982,-107.1855915
324,477,cce82254-3ec4-3c33-91a4-1f9e68fb72e6,NM-06153,33.5766963,-107.594503,Tularosa,8S/7W-31,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/2/1980 0:00:00,,1938.0,33.0,26.0,15.2,18.84,,20.63,a,21.0,27.0,236.7,,,,,,236.7,SMU 100562,33.5766963,-107.594503
325,862,83dc66c6-9eca-37eb-99cb-52b6baad8db2,NM-00124,33.5667965,-107.6006032,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1910.0,,,,,,,c,200.0,250.0,81.9,,,81.9,,,81.9,SMU 100708,33.5667965,-107.6006032
326,503,2ad506ce-5eee-3b30-b4be-4c73841d30ae,NM-06275,33.5578903,-108.8907393,,15S/20W-3,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/7/1980 0:00:00,,1799.0,,,13.0,14.72,18.36,18.34,a,30.0,120.0,40.4,,,,,,40.4,SMU 100561,33.5578903,-108.8907393
327,759,e4099d26-a383-3abb-97cd-753446277f94,NM-06147,33.5466983,-107.3431957,,9S/5W-10,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/27/1980 0:00:00,,1942.0,34.6,34.0,16.6,17.6,,18.15,a,22.0,34.6,43.7,,,,,,43.7,SMU 100562,33.5466983,-107.3431957
328,1106,55ac8656-1dd4-3c98-95a7-77ca56a2f3b0,NM-06277,33.5419916,-108.705834,,15S/19W-3,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/9/1980 0:00:00,,1646.0,,,17.3,17.32,,17.38,a,30.0,56.0,0.0,I,,,,,0.0,SMU 100561,33.5419916,-108.705834
329,473,2d4dd9ae-430b-30af-8309-e0149b09b228,NM-06149,33.5173999,-107.1646905,,9S/3W-20,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/27/1980 0:00:00,,1422.0,89.29999999999998,80.0,16.3,17.4,,20.74,a,20.0,89.29999999999998,48.2,,,,,,48.2,SMU 100562,33.5173999,-107.1646905
330,604,ddc15d87-27e9-32d5-ac7d-c18d75c7e187,NM-00177,33.5167949,-108.1839192,CLIFTON AMS,,,NM,BASIN AND RANGE,,,,2130.0,,,,,,,a,20.0,150.0,61.8,,,61.8,,,61.8,SMU 100708,33.5167949,-108.1839192
331,203,ac209ec4-b768-35e7-bc9e-8c70fcd27baa,NM-06169,33.4827025,-106.80138,,9S/1E-36,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/2/1980 0:00:00,,1451.0,59.25,59.25,16.8,19.26,,21.87,a,25.0,59.25,76.2,,,,,,76.2,SMU 100562,33.4827025,-106.80138
332,479,dddda7a8-e981-3dd7-8ae7-9a197938da68,NM-06167,33.4747015,-107.0593872,,9S/2W-34,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/1/1980 0:00:00,,1396.0,66.3,59.6,17.4,18.45,,21.27,a,20.0,66.3,60.9,,,,,,60.9,SMU 100562,33.4747015,-107.0593872
333,1066,d34256ae-48f9-3ec8-a83f-515d8f053444,NM-06168,33.4745023,-106.8906825,,10S/1W-1,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/2/1980 0:00:00,,1439.0,45.6,43.5,21.0,22.08,,23.06,a,25.0,45.6,47.6,,,,,,47.6,SMU 100562,33.4745023,-106.8906825
334,1060,b510d093-f823-3181-b714-b8a96d89d595,NM-06144,33.4745009,-107.1733905,,7S/3W-8,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/24/1980 0:00:00,,1561.0,60.65,20.0,21.0,21.97,,25.4,a,20.0,60.65,84.4,,,,,,84.4,SMU 100562,33.4745009,-107.1733905
335,198,1496428b-6be8-3eff-8842-f56406b902e3,NM-06159,33.4732993,-107.5129,,11S/7W-21,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1909.0,65.0,47.0,15.9,16.4,,17.8,a,20.0,65.0,31.1,,,,,,31.1,SMU 100562,33.4732993,-107.5129
336,333,d512b8c8-73c6-3819-b81e-2f370ec55305,NM-00192,33.4668075,-105.783851,ROSWELL AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2440.0,,,,,,,b,20.0,140.0,34.4,,,34.4,,,34.4,SMU 100708,33.4668075,-105.783851
337,762,c24275cd-e00e-3bf0-8388-dec69983e4a9,NM-06163,33.4564997,-107.5226002,,10S/7W-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/2/1980 0:00:00,,1792.0,59.0,,16.8,18.04,,20.02,a,29.0,59.0,66.0,,,,,,66.0,SMU 100562,33.4564997,-107.5226002
338,201,37c649c2-1cf4-3817-9e71-c78419091af3,NM-06165,33.4449016,-107.1804905,,10S/3W-18,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1399.0,32.8,0.0,20.0,22.48,,23.76,a,20.0,32.8,107.0,,,,,,107.0,SMU 100562,33.4449016,-107.1804905
339,194,1141e371-5cf1-36ab-bc1b-b8b30afc06ea,NM-06146,33.4339008,-107.4199971,,10S/6W-13,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/27/1980 0:00:00,,1768.0,61.4,,,16.64,,16.68,a,30.0,61.4,1.2,,,,,,1.2,SMU 100562,33.4339008,-107.4199971
340,587,b32a5130-af6f-3caf-861e-8310dfd60379,NM-00138,33.4168036,-106.9172828,TULAROSA AMS NEW MEXICO,10S/1W-25,,NM,BASIN AND RANGE,,,,1463.0,,,,,,,a,1098.0,1846.0,15.3,,,15.3,,,15.3,SMU 100714,33.4168036,-106.9172828
341,588,83acbc69-318c-33b3-9c43-9714398c4551,NM-00140,33.4168034,-106.9505838,TULAROSA AMS NEW MEXICO,10S/1W-27,,NM,BASIN AND RANGE,,,,1455.0,,,,,,,a,520.0,1937.0,32.3,,,32.3,,,32.3,SMU 100714,33.4168034,-106.9505838
342,24,28c47e31-4eba-330e-8871-0073afa768d1,NM-00125,33.4168012,-107.4172969,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1756.0,,,,,,,b,50.0,90.0,53.5,,,53.5,,,53.5,SMU 100710,33.4168012,-107.4172969
343,761,1e8f3fb8-0e70-39fa-b9e1-0f3968375f28,NM-06161,33.4144018,-107.3046938,,11S/6W-25,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1610.0,130.0,25.0,17.0,17.11,,18.05,a,20.0,130.0,8.7,,,,,,8.7,SMU 100562,33.4144018,-107.3046938
344,760,2fb135a5-249e-369c-b1ee-9dce4a64b746,NM-06151,33.3962007,-107.6274027,,10S/8W-35,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,2088.0,70.0,,13.9,15.28,,16.1,a,40.0,60.0,38.5,,,,,,38.5,SMU 100562,33.3962007,-107.6274027
345,200,5eae7af2-bfc5-3c50-86be-27db5139673f,NM-06162,33.3958021,-107.3489949,,11S/5W-28,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1492.0,54.0,,,31.94,,32.57,a,20.0,54.0,21.7,,,,,,21.7,SMU 100562,33.3958021,-107.3489949
346,1105,6f250f75-7831-3a5f-857c-4ca40fef8b25,NM-06272,33.3717945,-108.9898407,Clifton,11S/21W-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/6/1980 0:00:00,,1671.0,,80.0,11.0,12.22,,14.44,a,50.0,85.0,51.7,,,,,,51.7,SMU 100561,33.3717945,-108.9898407
347,199,b8c51f55-5325-3a1a-9160-f8b6eac5d7ac,NM-06160,33.3290034,-107.4293967,,12S/7W-11,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/30/1980 0:00:00,,1732.0,94.0,0.0,14.8,16.06,,20.36,a,20.0,94.0,58.1,,,,,,58.1,SMU 100562,33.3290034,-107.4293967
348,196,e392c921-bbbd-3ac6-ba0d-9a8471cb3a87,NM-06150,33.3201022,-107.7070044,,11S/8W-30,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/1/1980 0:00:00,,2073.0,32.0,28.0,12.5,13.49,,14.0,a,22.0,32.0,51.0,,,,,,51.0,SMU 100562,33.3201022,-107.7070044
349,294,f42b900e-2005-381e-8461-263a44b43ed7,NM-00045,33.3168024,-107.7006042,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2080.0,,,,,,,d,143.0,160.0,49.0,,,49.0,,,49.0,SMU 100708,33.3168024,-107.7006042
350,241,0ae9de59-2bf4-379a-b110-94a2c2d43d8e,NM-06273,33.2948971,-108.8611366,Clifton,11S/20W-36,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/6/1980 0:00:00,,1555.0,,,16.8,17.97,,18.87,a,30.0,55.0,36.0,,,,,,36.0,SMU 100561,33.2948971,-108.8611366
351,204,cebf84eb-e5b0-39a7-a0bc-0421601fe3ed,NM-06170,33.2883067,-106.9379826,,12S/1W-3,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/3/1980 0:00:00,,1488.0,75.0,,,18.49,,20.04,a,35.0,75.0,38.8,,,,,,38.8,SMU 100562,33.2883067,-106.9379826
352,317,a3905ae3-6c50-3097-b497-52f48893734a,NM-00134,33.2834114,-105.9338541,ROSWELL AMS NEW MEXICO,12S/9E-12,,NM,BASIN AND RANGE,,,,1435.0,,,,,,,a,757.0,2855.0,32.3,*,,32.3,*,,32.3,SMU 100714,33.2834114,-105.9338541
353,867,80a56164-c1e1-3976-b33d-38058586738e,NM-00139,33.2834113,-105.967255,ROSWELL AMS NEW MEXICO,12S/9E-10,,NM,BASIN AND RANGE,,,,1374.0,,,,,,,a,2438.0,2888.0,39.9,*,,39.9,*,,39.9,SMU 100714,33.2834113,-105.967255
354,885,b7efaf20-6fc1-3795-a806-e431251df877,NM-00213,33.2834053,-107.2672918,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,1650.0,,,,,,,a,20.0,160.0,43.0,,,43.0,,,43.0,SMU 100708,33.2834053,-107.2672918
355,622,49085721-8b54-3078-bd03-b470345b0214,NM-00223,33.2834052,-107.2838923,TULAROSA AMS NEW MEXICO,12S/4W-7,,NM,BASIN AND RANGE,,,,1509.0,,,,,,,a,1000.0,2202.0,40.6,*,,40.6,*,,40.6,SMU 100714,33.2834052,-107.2838923
356,826,f4280eb2-83c8-3bc6-acab-386e8bfd0b33,NM-00025,33.2834031,-107.7173045,TULAROSA AMS NEW MEXICO,,,NM,BASIN AND RANGE,,,,2098.0,,,,,,,a,180.0,230.0,43.8,,,43.8,,,43.8,SMU 100710,33.2834031,-107.7173045
357,202,ed9fd25c-836d-33f9-94df-5df10f1cef1a,NM-06166,33.2737063,-107.1077873,,12S/3W-21,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/1/1980 0:00:00,,1447.0,75.75,46.75,18.3,19.93,,22.32,a,25.0,75.75,47.1,,,,,,47.1,SMU 100562,33.2737063,-107.1077873
358,242,1a8cba68-8a2f-3399-8390-ce17bd474a76,NM-06274,33.2577981,-108.8566362,Clifton,12S/20W-13,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/6/1980 0:00:00,,1482.0,,74.0,17.7,23.35,,31.31,a,30.0,75.0,176.9,,,,,,176.9,SMU 100561,33.2577981,-108.8566362
359,610,2b49f072-6b06-37ff-aa9e-c2a553373ea4,NM-00194,33.2501079,-106.9005812,TULAROSA AMS NEW MEXICO,12S/1W-35,,NM,BASIN AND RANGE,,,,1558.0,,,,,,,a,617.0,2393.0,30.6,*,,30.6,*,,30.6,SMU 100714,33.2501079,-106.9005812
360,1062,53a913fa-dd7d-3e4a-89f1-6de4251aa857,NM-06156,33.2454058,-107.3600942,Tularosa,12S/5W-28,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/3/1980 0:00:00,,1456.0,34.1,3.7,19.6,20.11,,20.4,a,20.0,34.1,20.6,,,,,,20.6,SMU 100562,33.2454058,-107.3600942
361,1063,4921c9ae-b654-3bc8-a4b2-5dc1d3b4984d,NM-06157,33.242205,-107.5467994,Tularosa,12S/7W-27,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/3/1980 0:00:00,,1777.0,57.7,40.7,18.0,18.29,,20.19,a,20.0,57.7,51.2,,,,,,51.2,SMU 100562,33.242205,-107.5467994
362,205,08b4c4fd-5ca4-37ed-99c5-56873f3be4e1,NM-06171,33.2389088,-106.7591772,,12S/2E-29,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/3/1980 0:00:00,,1918.0,100.0,,15.0,16.24,,19.01,a,30.0,100.0,39.6,,,,,,39.6,SMU 100562,33.2389088,-106.7591772
363,768,0e2a7c9b-a1a3-3b2b-9c94-0b4466b9bfb7,NM-06198,33.2142058,-107.5319988,Tularosa,13S/7W-2,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/15/1980 0:00:00,,1695.0,,30.0,17.6,18.42,,22.84,a,20.0,131.0,39.8,,,,,,39.8,SMU 100561,33.2142058,-107.5319988
364,338,a9b5e8ec-8ec3-3922-adc8-51c53556ae76,NM-00222,33.2001075,-107.2505908,TULAROSA AMS NEW MEXICO,13S/4W-3,,NM,BASIN AND RANGE,,,,1394.0,,,,,,,a,1091.0,2303.0,32.4,*,,32.4,*,,32.4,SMU 100714,33.2001075,-107.2505908
365,236,3e809c5b-6026-39f4-b44a-b41dac285200,NM-06268,33.1909999,-108.8399352,Clifton,13S/19W-7,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/5/1980 0:00:00,,1511.0,,35.0,14.3,14.68,,15.02,a,20.0,36.0,23.1,,,,,,23.1,SMU 100561,33.1909999,-108.8399352
366,567,804f4ad0-e22e-3ef3-8229-b4c037d0b311,NM-00111,33.1834096,-106.8838803,TULAROSA AMS NEW MEXICO,13S/1E-17,,NM,BASIN AND RANGE,,,,1601.0,,,,,,,a,495.0,2198.0,32.3,,,32.3,,,32.3,SMU 100714,33.1834096,-106.8838803
367,206,fd8634ee-bdb4-37ec-9382-58aec6f6baac,NM-06172,33.1796099,-106.8571796,,13S/1E-17,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/3/1980 0:00:00,,1616.0,70.0,60.0,17.7,18.45,,19.84,a,30.0,70.0,34.8,,,,,,34.8,SMU 100562,33.1796099,-106.8571796
368,235,8f68365e-45e4-3851-aebf-eb3496908846,NM-06267,33.1789992,-109.0424408,,13S/21W-8,,NM,Basin and Range,Location based on Northing and Easting in 15 minute quad,1/4/1980 0:00:00,,1646.0,,59.0,14.6,16.45,,18.06,a,30.0,60.0,53.7,,,,,,53.7,SMU 100561,33.1789992,-109.0424408
369,504,4096c47b-1c72-3c63-94f4-833fea24d34b,NM-06278,33.1748018,-108.5515271,,14S/18W-13,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/9/1980 0:00:00,,1599.0,,,15.7,18.05,,19.59,a,30.0,50.0,88.79999999999998,,,,,,88.79999999999998,SMU 100561,33.1748018,-108.5515271
370,1064,4e0967ff-54ad-30e6-a1fa-aa981557682a,NM-06158,33.1743074,-107.4090951,Tularosa,13S/6W-13,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/3/1980 0:00:00,,1531.0,97.8,,16.4,17.05,17.55,17.42,a,20.0,97.8,4.8,,,,,,4.8,SMU 100562,33.1743074,-107.4090951
371,240,53602150-87d3-38d0-90bf-5e6407c3663a,NM-06271,33.1485017,-108.7063312,Clifton,13S/18W-28,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/5/1980 0:00:00,,1671.0,,50.0,14.6,16.28,,17.61,a,30.0,50.0,43.0,,,,,,43.0,SMU 100561,33.1485017,-108.7063312
372,502,84ec2dec-2498-3d95-917a-6bf2ef7d0b7e,NM-06266,33.1327008,-108.9514379,Clifton,13S/20W-21,,NM,Basin and Range,Location based on Northing and Easting in 7.5 minute quad,1/4/1980 0:00:00,,1585.0,,0.0,15.26,15.27,,15.28,a,20.0,40.0,1.0,,,,,,1.0,SMU 100561,33.1327008,-108.9514379
